X	Y	Type	Color
0.030633	-0.0266722	red	#FF0000
6.18504	-6.75908	red	#FF0000
-0.0724311	0.0155593	red	#FF0000
0.0270135	0.0410074	red	#FF0000
-5.21669	-16.0459	red	#FF0000
0.171689	0.461942	red	#FF0000
0.0385557	-0.00305978	red	#FF0000
0.043329	-0.0243384	red	#FF0000
0.00701711	0.029705	green	#008000
0.921538	-0.198423	red	#FF0000
-0.628854	0.00717511	green	#008000
0.0759039	-0.0273734	green	#008000
-0.108515	0.0806609	green	#008000
0.0364087	-0.164826	green	#008000
0.00967699	-0.0100675	green	#008000
-0.446627	-0.436571	green	#008000
-0.762454	0.492002	red	#FF0000
16.3834	-3.39308	red	#FF0000
-0.0126076	-0.0346626	green	#008000
0.016678	0.179653	blue	#3399FF
0.00189774	0.00945732	red	#FF0000
0.00124501	-0.00107984	red	#FF0000
-0.112314	0.0428933	green	#008000
0.073428	-0.171948	red	#FF0000
-1.75823	-2.10973	red	#FF0000
0.2926	0.269741	red	#FF0000
-0.440491	0.127058	green	#008000
-0.12458	0.0570782	red	#FF0000
-0.112684	-0.26007	red	#FF0000
-0.0767721	0.691953	red	#FF0000
0.708096	-0.312589	green	#008000
4.31222	0.28237	green	#008000
-0.00216717	-0.126619	red	#FF0000
0.00959041	-0.0355069	red	#FF0000
-0.044731	-0.0749438	blue	#3399FF
-0.629929	14.2583	green	#008000
-0.0467329	-0.0179606	red	#FF0000
-0.0348237	-0.0856794	green	#008000
-0.243527	-0.85426	green	#008000
0.239889	-0.650398	red	#FF0000
-0.0314897	0.0220477	green	#008000
-0.186343	0.192048	blue	#3399FF
-0.00755216	-0.46195	green	#008000
0.0587218	0.111045	red	#FF0000
-0.0694217	-0.0229863	red	#FF0000
-0.093249	-0.0670633	green	#008000
-0.145948	0.177535	green	#008000
-6.50172	-4.88335	red	#FF0000
-0.0860311	0.0787169	red	#FF0000
0.0524879	-0.430473	red	#FF0000
1.46906	-1.87215	green	#008000
-0.837072	0.458752	blue	#3399FF
0.011204	0.019124	red	#FF0000
-0.0713813	0.0164256	red	#FF0000
0.491653	-0.0435748	green	#008000
0.471736	-0.115479	red	#FF0000
0.172002	-0.0337347	red	#FF0000
-0.16177	-0.0544946	red	#FF0000
0.0765446	0.151791	red	#FF0000
-0.310523	-0.793958	red	#FF0000
-0.103411	-0.167297	green	#008000
-0.0117772	-0.0467777	red	#FF0000
-0.128432	-0.0300207	red	#FF0000
-0.120128	-0.0749326	blue	#3399FF
-0.0313833	0.00329477	red	#FF0000
-0.12	-0.492964	green	#008000
-7.72431	9.29027	red	#FF0000
-0.0752066	0.0434959	blue	#3399FF
0.018388	0.0235727	red	#FF0000
-0.0110377	0.0306572	red	#FF0000
-0.0716305	0.153707	green	#008000
0.0509652	-0.021686	red	#FF0000
0.123989	-0.0568508	red	#FF0000
0.0110465	0.00370116	green	#008000
0.158966	0.101181	red	#FF0000
-4.6795	-11.8707	red	#FF0000
0.00945748	-0.050646	red	#FF0000
0.0702258	-0.0231106	red	#FF0000
-0.725219	-0.68298	red	#FF0000
-0.00681055	0.00300418	green	#008000
0.203167	-0.890528	red	#FF0000
0.0252934	0.0668344	red	#FF0000
0.00243173	-0.0713173	green	#008000
2.30839	-6.17821	red	#FF0000
0.361231	0.396891	red	#FF0000
0.127133	-0.0835127	red	#FF0000
-0.0638471	0.0214534	green	#008000
-1.00256	1.44027	red	#FF0000
0.0412689	-0.0364087	green	#008000
0.0366563	0.162686	red	#FF0000
-0.0397329	0.422279	red	#FF0000
-0.251653	0.113784	green	#008000
-0.0438004	-0.0499893	red	#FF0000
-0.133427	0.0401826	red	#FF0000
-0.279424	0.181526	red	#FF0000
-0.00207419	0.112371	red	#FF0000
-1.38393	0.32657	red	#FF0000
0.438999	-0.249589	red	#FF0000
0.141261	-0.0178636	green	#008000
-0.115333	0.0879469	red	#FF0000
0.0707213	0.138981	red	#FF0000
0.0893297	-0.0316164	green	#008000
-5.11789	-14.2664	red	#FF0000
0.0106298	0.0146658	green	#008000
-0.202144	0.607475	red	#FF0000
-0.0404806	-0.145055	red	#FF0000
0.140716	-0.985344	red	#FF0000
0.768544	0.634711	red	#FF0000
0.00393327	-0.0102917	red	#FF0000
-0.630539	-0.108852	green	#008000
0.00648018	0.030075	red	#FF0000
0.137519	0.325656	red	#FF0000
0.430294	0.0112239	red	#FF0000
0.289614	0.223978	red	#FF0000
0.00154467	0.00589825	red	#FF0000
-0.0771584	-0.0629914	red	#FF0000
-0.491081	-0.362404	red	#FF0000
-0.686313	0.232661	red	#FF0000
0.175217	-0.288076	red	#FF0000
0.602543	0.0567816	red	#FF0000
-13.2726	9.13825	red	#FF0000
0.400076	-0.332348	green	#008000
0.0341789	-0.0415194	red	#FF0000
0.0194635	0.109577	red	#FF0000
-7.54739	-5.18149	green	#008000
0.216693	0.0218047	green	#008000
0.000236246	-0.0187371	red	#FF0000
0.0166615	-0.104474	red	#FF0000
0.0670925	0.0406537	red	#FF0000
0.022828	-0.0293341	green	#008000
-0.126047	-0.991783	blue	#3399FF
0.0180437	-0.0209594	green	#008000
0.421251	-0.315197	blue	#3399FF
0.00647354	0.0118377	red	#FF0000
0.80983	-0.0957896	red	#FF0000
-0.0483265	-0.141862	green	#008000
0.012725	0.00364801	green	#008000
0.00571398	0.0169918	red	#FF0000
0.0582286	-0.12078	blue	#3399FF
0.0230332	-0.00750667	green	#008000
0.103453	-0.0827044	red	#FF0000
-0.0281962	-0.0609925	red	#FF0000
0.0938066	-0.00523987	red	#FF0000
-0.0909089	0.152844	red	#FF0000
-0.165753	0.0501609	red	#FF0000
-0.0628709	-0.0122245	green	#008000
0.0700868	-0.162654	red	#FF0000
0.0901423	-0.0316513	red	#FF0000
-0.072291	-0.0428146	red	#FF0000
0.0624649	-0.0107157	red	#FF0000
-6.02593	2.36778	red	#FF0000
-0.859615	0.485569	green	#008000
-0.289104	-0.147584	red	#FF0000
-0.0106148	-0.000984908	green	#008000
0.298222	-0.289335	red	#FF0000
-0.143362	-0.028246	red	#FF0000
0.0282589	0.0119859	red	#FF0000
-0.151082	-0.0768334	red	#FF0000
0.0683314	0.0230112	green	#008000
-0.533503	0.917271	red	#FF0000
0.101043	-0.444464	red	#FF0000
0.012939	0.0132459	red	#FF0000
-0.073293	-0.0519474	green	#008000
-1.19278	0.987574	red	#FF0000
0.0203697	0.0132191	red	#FF0000
0.250202	0.683605	red	#FF0000
-0.564428	-0.449718	green	#008000
0.00238228	0.0230643	red	#FF0000
-0.0136794	-0.0891231	red	#FF0000
-0.0746544	-0.0206218	green	#008000
0.893911	0.261841	red	#FF0000
-3.36219	-3.79741	green	#008000
4.47	-9.50369	green	#008000
-0.180522	0.105749	green	#008000
0.225737	0.105343	red	#FF0000
0.00428839	-0.0544674	red	#FF0000
-0.453855	-0.249411	red	#FF0000
-0.417648	-0.576108	red	#FF0000
0.086751	-0.0278133	green	#008000
0.207543	-0.305657	red	#FF0000
-0.00413293	-0.00434533	red	#FF0000
0.000370165	6.10192e-05	green	#008000
0.0615523	-0.113901	red	#FF0000
-0.148135	0.0881564	blue	#3399FF
-0.0598589	0.00833474	red	#FF0000
0.0228242	0.0521419	red	#FF0000
0.265397	0.0288664	red	#FF0000
-0.0792138	-0.960208	green	#008000
0.0591989	0.0387898	green	#008000
0.0350571	-0.00832578	green	#008000
0.273505	0.134665	green	#008000
-0.196828	-0.0170454	red	#FF0000
0.190542	0.0268104	green	#008000
-0.612795	0.0342886	green	#008000
-0.800452	1.04482	red	#FF0000
-0.793625	0.224967	blue	#3399FF
0.0726402	0.0325007	green	#008000
0.154851	-0.129694	green	#008000
-0.11295	0.530378	green	#008000
0.0711911	-0.153417	red	#FF0000
0.127685	-0.050129	red	#FF0000
9.12351	-5.56418	red	#FF0000
0.297504	0.0640577	green	#008000
-0.347762	0.0105728	red	#FF0000
0.0533671	-0.0347787	green	#008000
-0.308852	0.249588	green	#008000
0.11474	-0.143145	red	#FF0000
0.00220612	-0.06398	red	#FF0000
0.365067	-0.426698	red	#FF0000
0.0946958	-0.289854	red	#FF0000
0.0222128	-0.13103	red	#FF0000
0.000249684	0.00312532	blue	#3399FF
0.0582018	-0.150555	red	#FF0000
0.0547134	-0.145584	red	#FF0000
0.00332023	-0.00436238	red	#FF0000
-1.12616	9.62761	red	#FF0000
0.0136353	0.0817639	red	#FF0000
0.0716065	0.0976474	red	#FF0000
0.00172823	-0.029157	green	#008000
0.137337	0.135149	red	#FF0000
-0.360316	3.83731	red	#FF0000
-0.0420281	-0.0753196	red	#FF0000
0.0449186	-0.0529113	red	#FF0000
-0.0549754	0.150249	green	#008000
-0.124895	0.47709	green	#008000
0.210203	-0.245214	red	#FF0000
-0.143112	-0.0446908	red	#FF0000
-0.139955	0.0484947	red	#FF0000
-0.0297868	-0.0506534	red	#FF0000
0.0179881	-0.0852283	green	#008000
0.168102	0.00219205	red	#FF0000
0.0650256	-0.0347902	red	#FF0000
-0.168995	0.388603	blue	#3399FF
-0.120576	-0.140359	green	#008000
0.0476578	0.0726188	red	#FF0000
0.0917767	-0.789198	red	#FF0000
0.996837	0.0397796	red	#FF0000
0.0406866	-0.0201687	blue	#3399FF
1.89432	0.516433	red	#FF0000
0.998306	0.0528837	red	#FF0000
1.1019	-2.74651	red	#FF0000
-0.589002	0.0979633	red	#FF0000
0.0255575	0.257583	red	#FF0000
0.0526926	-0.0127919	red	#FF0000
-0.00557548	-0.0477447	green	#008000
0.0842223	0.159489	red	#FF0000
-0.243432	-0.322333	red	#FF0000
-0.0400865	-0.055767	green	#008000
0.00301421	-0.000882913	red	#FF0000
0.0256372	-0.057663	green	#008000
-10.0689	11.3679	red	#FF0000
0.609562	-0.559998	green	#008000
-0.19046	-0.546024	red	#FF0000
0.0504843	-0.0812373	red	#FF0000
-0.00881451	-0.492901	red	#FF0000
0.400847	0.320326	red	#FF0000
0.0798157	0.0713741	green	#008000
-0.303539	0.727156	red	#FF0000
-0.578361	-0.0446156	red	#FF0000
-0.0644139	-0.0938739	green	#008000
-0.051201	0.845962	green	#008000
0.00904045	0.00361949	red	#FF0000
0.163835	0.0381469	red	#FF0000
-0.455916	0.26825	green	#008000
-0.691666	-0.0356425	red	#FF0000
0.267217	0.834149	red	#FF0000
-0.0907984	-0.0419382	red	#FF0000
-9.66251	-6.81231	blue	#3399FF
-0.899885	0.0256315	red	#FF0000
0.0291951	-0.00114823	red	#FF0000
-0.463529	-0.30468	green	#008000
-0.282934	-0.271725	red	#FF0000
0.0909002	-0.0203031	red	#FF0000
-0.00616015	0.01312	red	#FF0000
0.878337	0.258926	red	#FF0000
0.0660679	-0.744224	green	#008000
-4.29748	-0.981088	green	#008000
-0.206259	-0.23377	blue	#3399FF
-7.55728	-7.3928	red	#FF0000
-0.00217311	-0.00256727	red	#FF0000
0.104238	-0.154726	red	#FF0000
-0.000707101	-0.19156	green	#008000
0.278534	-0.268683	green	#008000
0.0259928	0.0207551	green	#008000
0.202332	0.0433627	red	#FF0000
-2.1715	14.9899	green	#008000
-0.0422931	0.0691905	green	#008000
-1.27392	-7.07352	green	#008000
2.65269	0.952049	red	#FF0000
0.109764	0.0506599	red	#FF0000
-0.17695	0.215753	red	#FF0000
-0.00499073	0.0300869	red	#FF0000
0.395968	-16.5498	green	#008000
-0.0914825	-0.03772	red	#FF0000
0.0233295	-0.00910241	red	#FF0000
-0.584312	-0.320811	red	#FF0000
0.00311773	0.0116582	red	#FF0000
0.00375466	0.120272	red	#FF0000
0.0951578	0.299217	red	#FF0000
0.00429329	0.000893454	red	#FF0000
-0.0131788	0.0552443	red	#FF0000
0.00694874	0.0397849	red	#FF0000
0.00273437	-0.0554948	red	#FF0000
0.0112338	0.00838206	red	#FF0000
0.0152871	-0.0114705	red	#FF0000
0.393676	0.500705	red	#FF0000
-0.00291744	-0.0128731	green	#008000
-1.39828	4.88011	red	#FF0000
0.00979534	-0.00798587	red	#FF0000
-0.0548216	0.0640891	red	#FF0000
-0.6445	0.0930177	red	#FF0000
-0.0397527	-0.172339	green	#008000
0.174988	0.123246	red	#FF0000
-0.493991	-0.86299	red	#FF0000
0.0622826	0.0590962	red	#FF0000
0.0815401	-0.235579	red	#FF0000
-0.0435808	0.0131247	red	#FF0000
-0.0900266	0.0423804	red	#FF0000
-0.232797	-0.0338265	green	#008000
-0.0182613	0.0224848	red	#FF0000
-0.0141164	-0.0388341	green	#008000
-0.121148	-0.0107255	red	#FF0000
0.0100979	-0.0010337	red	#FF0000
-0.342281	0.197171	green	#008000
-4.89745	-2.82118	red	#FF0000
0.0286445	-0.129089	green	#008000
-0.397661	-0.131585	red	#FF0000
13.1331	9.75232	red	#FF0000
0.345208	0.398356	red	#FF0000
-0.135878	-0.0616564	red	#FF0000
0.0557534	-0.474669	red	#FF0000
0.13901	0.0256068	red	#FF0000
0.0211306	-0.0415651	red	#FF0000
0.0937739	-0.0691053	green	#008000
0.121523	0.0564548	red	#FF0000
-0.574933	0.676577	red	#FF0000
0.00759646	0.0308587	green	#008000
0.0144427	-0.00945561	red	#FF0000
-0.00508444	-0.000832628	green	#008000
0.0141753	0.0118032	green	#008000
0.0989298	-0.000853677	red	#FF0000
0.0431572	0.0927708	red	#FF0000
0.555061	1.28612	red	#FF0000
0.0616391	-0.562944	green	#008000
0.532277	-0.170316	red	#FF0000
-0.0487097	0.017245	red	#FF0000
-0.00614813	-0.0187154	green	#008000
0.521393	-0.50218	red	#FF0000
-0.507962	-0.857395	red	#FF0000
-0.0448767	0.0233118	green	#008000
-0.0320071	0.00493315	green	#008000
-0.0101704	-0.0113941	red	#FF0000
-0.078422	-0.113914	red	#FF0000
0.00159093	0.00390033	red	#FF0000
0.0122929	0.00495176	red	#FF0000
0.379454	0.230024	red	#FF0000
-0.298665	-1.30969	green	#008000
0.0128179	-0.0118529	red	#FF0000
0.824271	-0.0850181	green	#008000
0.017666	0.00874872	red	#FF0000
0.956528	0.270055	red	#FF0000
0.120115	0.116759	green	#008000
0.00562421	-0.0510037	green	#008000
-0.769108	0.25597	green	#008000
0.0595557	0.0340112	green	#008000
0.0589779	-0.0131494	green	#008000
-0.00218085	0.00348618	red	#FF0000
-1.12496	-6.11192	red	#FF0000
-0.221698	-0.0593678	green	#008000
-0.0111936	-0.0848222	red	#FF0000
-0.102463	-0.0302587	green	#008000
-0.00820538	-0.0163456	green	#008000
-1.66266	-1.06029	red	#FF0000
-0.413799	-0.195962	red	#FF0000
0.288835	0.00864264	red	#FF0000
0.742772	0.499006	green	#008000
-0.216356	-0.39826	red	#FF0000
0.0225822	0.0204604	red	#FF0000
0.0701407	0.000147947	red	#FF0000
3.28398	4.36141	blue	#3399FF
0.130262	-0.0851755	green	#008000
0.481233	0.0745015	red	#FF0000
-0.93486	-1.25882	red	#FF0000
-0.0721555	-0.0340859	red	#FF0000
-0.279279	-0.161808	red	#FF0000
0.0796749	-0.328541	red	#FF0000
0.598018	0.185302	red	#FF0000
0.134625	0.439307	red	#FF0000
-0.0570873	-0.0735756	red	#FF0000
-0.123277	-0.19698	red	#FF0000
-0.417629	-0.487661	red	#FF0000
0.995611	-0.0422168	red	#FF0000
-0.0135705	-0.0584224	blue	#3399FF
0.0182749	0.00231101	green	#008000
-0.0842441	0.0134808	red	#FF0000
0.253135	0.101122	red	#FF0000
-0.152848	-0.0673874	green	#008000
0.701005	0.0859176	red	#FF0000
-0.0383327	-0.0609122	green	#008000
0.0398304	-0.0273727	red	#FF0000
-0.394746	-0.137884	red	#FF0000
0.251108	-0.229185	red	#FF0000
-0.280021	-0.268103	green	#008000
-0.521013	0.624931	red	#FF0000
5.24637	-2.47897	green	#008000
-0.239192	-0.429629	red	#FF0000
-0.138786	0.0221541	red	#FF0000
-0.0256242	0.0195551	green	#008000
-0.0313792	-0.0116267	green	#008000
0.0584117	-0.0625928	green	#008000
0.00684204	0.0176384	red	#FF0000
-0.0262751	0.0461479	red	#FF0000
0.188309	-0.0564944	red	#FF0000
-0.0244768	-0.03784	red	#FF0000
0.0118959	-0.0747761	green	#008000
-0.685233	-0.470044	red	#FF0000
0.000229098	0.000384591	red	#FF0000
0.0340963	0.0574636	red	#FF0000
0.0365619	0.0807287	red	#FF0000
-0.512957	-0.314799	green	#008000
-0.0506667	0.0347698	red	#FF0000
-0.243968	-0.154006	red	#FF0000
0.0223302	0.0576974	blue	#3399FF
0.00161052	-0.0151103	green	#008000
0.0281589	-0.0071973	red	#FF0000
-0.163147	-0.0268776	red	#FF0000
0.187586	-0.0625711	green	#008000
-0.857216	-0.211499	green	#008000
-0.0111724	0.0271001	green	#008000
-0.321732	0.723449	green	#008000
-0.31145	0.20089	green	#008000
0.539522	0.149645	red	#FF0000
0.172549	-0.063163	red	#FF0000
0.188992	-0.612942	green	#008000
-0.216775	0.198422	red	#FF0000
-0.00148098	0.000579629	green	#008000
0.0381967	-0.0938492	green	#008000
-0.0827937	0.634897	green	#008000
-0.0959282	0.0564418	red	#FF0000
0.0329623	-0.16297	red	#FF0000
0.0262904	-0.0108666	red	#FF0000
0.0209992	0.00642305	red	#FF0000
0.00287337	0.015453	red	#FF0000
0.00872847	0.00351597	red	#FF0000
0.135648	0.10474	green	#008000
-0.0349608	0.0225028	red	#FF0000
3.98893	-4.17706	red	#FF0000
-12.2869	-3.57475	green	#008000
0.606002	0.497938	red	#FF0000
-0.130278	0.245392	red	#FF0000
-0.192139	0.0196131	red	#FF0000
0.000838695	-0.000155658	red	#FF0000
-0.829323	-0.283982	green	#008000
0.161514	-0.645963	green	#008000
-0.433438	-0.341426	green	#008000
-0.0799379	-0.277583	red	#FF0000
-0.142593	-0.149461	green	#008000
0.24685	0.103586	green	#008000
0.0623395	0.0115205	red	#FF0000
-0.251261	0.0584269	red	#FF0000
0.0371261	-0.0310462	green	#008000
0.0718385	-0.652624	red	#FF0000
0.00621794	0.0958739	red	#FF0000
-0.0871434	-0.17285	red	#FF0000
-0.222734	0.0851121	red	#FF0000
7.49667	3.06499	green	#008000
1.0657	13.1176	blue	#3399FF
0.20434	0.145271	red	#FF0000
-0.494897	-0.201617	green	#008000
0.0108068	-0.0212475	red	#FF0000
0.0224471	-0.0109508	green	#008000
0.0171809	-0.180555	red	#FF0000
0.0744329	0.146762	red	#FF0000
0.06063	0.0847743	red	#FF0000
0.181143	-0.387828	red	#FF0000
0.203588	-0.225157	red	#FF0000
0.368878	1.01934	red	#FF0000
0.0182245	0.00167512	red	#FF0000
0.0353395	0.342787	red	#FF0000
-0.0857803	-0.134017	red	#FF0000
0.0537537	0.0875809	red	#FF0000
-0.144304	0.0557139	red	#FF0000
0.00194441	-0.111726	red	#FF0000
0.0605339	-0.00466384	red	#FF0000
0.0640376	0.138767	green	#008000
0.00598549	0.00142029	red	#FF0000
0.709941	0.702123	green	#008000
-0.288237	-0.0479399	red	#FF0000
-0.987213	-0.681096	red	#FF0000
0.244009	0.966437	green	#008000
-0.118742	0.196199	red	#FF0000
-0.011829	0.0239407	red	#FF0000
-0.108791	0.0831233	red	#FF0000
0.264636	-0.106423	red	#FF0000
0.780514	0.498267	red	#FF0000
-0.00915338	-0.36362	green	#008000
0.0340955	-0.0923869	green	#008000
-0.0158174	0.00899086	red	#FF0000
-12.3145	11.8767	green	#008000
-0.25475	0.135012	red	#FF0000
0.851565	0.202067	red	#FF0000
-2.06433	0.847925	red	#FF0000
-0.265635	0.207353	red	#FF0000
-1.6327	15.3044	red	#FF0000
-0.20528	-0.331959	red	#FF0000
0.125252	-0.201982	red	#FF0000
-0.0929239	0.000668204	red	#FF0000
4.47034	11.4074	green	#008000
-0.0132344	-0.00826226	red	#FF0000
0.684323	-0.722123	red	#FF0000
-0.0678717	0.0268946	red	#FF0000
-0.0315245	-0.0188588	red	#FF0000
0.0505707	0.0359666	red	#FF0000
0.0314364	-0.0599191	red	#FF0000
-0.0642086	-0.0307092	red	#FF0000
0.0398539	0.0849026	red	#FF0000
0.0412111	-0.0250145	red	#FF0000
0.0732913	-0.633415	red	#FF0000
-0.00614678	0.0535276	red	#FF0000
-0.105257	0.138818	red	#FF0000
0.0387289	-0.302645	red	#FF0000
-0.0899779	-0.297789	red	#FF0000
-0.0213002	0.143543	red	#FF0000
-0.129642	-0.00812721	green	#008000
-0.267801	0.0617861	red	#FF0000
0.125143	0.0450762	red	#FF0000
0.307904	0.649777	red	#FF0000
-0.0269268	-0.0207214	red	#FF0000
0.325383	-0.60964	red	#FF0000
1.37406	-14.8943	green	#008000
0.342595	-2.01389	green	#008000
-0.0867786	0.0568257	green	#008000
-0.068629	-0.0699745	blue	#3399FF
0.683394	-0.705535	red	#FF0000
-0.162055	0.0209827	blue	#3399FF
-0.0884667	-0.0771625	red	#FF0000
0.0320011	-0.0670337	red	#FF0000
0.058027	-0.0310172	red	#FF0000
-0.0374674	-0.0125655	red	#FF0000
-0.162679	0.156234	green	#008000
0.0279482	0.062602	red	#FF0000
0.472601	0.0864948	red	#FF0000
-0.206236	0.286213	green	#008000
-0.43911	0.423823	red	#FF0000
-0.0647774	-0.391444	green	#008000
1.36705	-0.336873	green	#008000
-0.0909227	0.270981	green	#008000
0.437062	-0.0106457	green	#008000
0.130817	-0.0919479	red	#FF0000
0.891433	0.441678	green	#008000
2.92125	-4.42532	green	#008000
-0.0043789	-0.0204848	red	#FF0000
0.0772311	0.0492405	red	#FF0000
-3.65856	1.64998	red	#FF0000
0.0239815	0.00347757	red	#FF0000
-0.436538	0.870439	green	#008000
-0.0234408	0.884019	red	#FF0000
0.756721	-0.0245312	red	#FF0000
1.22954	0.053081	red	#FF0000
0.759034	0.0355395	red	#FF0000
-0.225314	0.414939	green	#008000
0.20272	0.310321	red	#FF0000
0.0287342	0.0694152	red	#FF0000
0.350894	-0.100959	red	#FF0000
0.00113811	0.376844	red	#FF0000
-0.636599	-0.193716	green	#008000
0.032611	0.0337581	red	#FF0000
-0.00928524	-0.00237991	red	#FF0000
0.0332579	0.0265353	green	#008000
-0.686332	0.719391	red	#FF0000
0.451486	0.151175	green	#008000
-0.140156	-0.310971	green	#008000
-0.45528	0.308214	red	#FF0000
0.0406517	0.116867	green	#008000
0.206487	0.154563	red	#FF0000
-0.271172	0.00824426	blue	#3399FF
0.221304	-0.217111	red	#FF0000
-0.0634101	0.00847002	green	#008000
0.0240048	0.0149447	red	#FF0000
0.155299	-0.607717	red	#FF0000
0.046688	-0.0796213	green	#008000
-0.0558052	-0.166955	red	#FF0000
0.0514987	-0.0227459	red	#FF0000
-0.393283	-0.13366	green	#008000
-0.00478439	-0.000815556	red	#FF0000
-0.0587575	0.0207136	green	#008000
-0.00599695	-0.00193347	green	#008000
0.50264	-0.0927895	red	#FF0000
-0.364621	0.0929349	green	#008000
-0.0422675	0.147732	red	#FF0000
-0.290614	0.382973	green	#008000
0.105773	0.0969109	green	#008000
0.0853907	0.140271	green	#008000
0.00962558	-0.0246599	green	#008000
0.0405107	0.052201	red	#FF0000
0.0339982	-0.0349787	red	#FF0000
-0.0423275	0.053171	red	#FF0000
-0.131217	-0.0306716	green	#008000
-0.102595	-0.0448564	red	#FF0000
0.326188	0.736318	red	#FF0000
0.186347	0.00800904	green	#008000
-6.75231	16.3608	red	#FF0000
0.0287179	-0.0375521	green	#008000
-0.00407529	0.0513207	red	#FF0000
0.0663176	0.287128	green	#008000
-0.0335304	-0.46026	red	#FF0000
0.0425594	0.0401192	green	#008000
0.324799	-0.924594	red	#FF0000
-0.356157	0.181039	red	#FF0000
0.055236	0.0984346	red	#FF0000
0.115245	-0.143044	red	#FF0000
0.178249	-0.368284	red	#FF0000
0.558608	-0.282399	red	#FF0000
0.108618	0.0335193	green	#008000
0.189114	-0.12345	green	#008000
0.192705	0.630992	green	#008000
0.159791	0.0898371	red	#FF0000
0.433434	-0.148001	red	#FF0000
-0.24904	-0.179614	red	#FF0000
-0.0242938	-0.010126	red	#FF0000
-0.0640326	0.172944	blue	#3399FF
0.0235266	0.0306298	green	#008000
-0.038171	0.192423	red	#FF0000
-0.0920789	-0.00304685	red	#FF0000
0.128426	0.557984	red	#FF0000
0.12377	0.074737	red	#FF0000
0.00664797	-0.00147416	red	#FF0000
0.0385509	-0.0393143	red	#FF0000
0.00369246	-0.0017042	red	#FF0000
-0.262979	-0.12845	red	#FF0000
-0.0130467	0.0396126	red	#FF0000
0.621386	0.399708	red	#FF0000
0.30426	0.0725059	green	#008000
0.510375	0.0871504	red	#FF0000
-0.15146	-0.103384	red	#FF0000
0.0307981	0.0693424	green	#008000
0.0174317	0.0124885	green	#008000
-0.053691	-0.104004	green	#008000
0.101217	0.0798717	green	#008000
-0.242549	-0.125287	red	#FF0000
-0.0108984	0.0864148	red	#FF0000
0.424897	-0.0620305	red	#FF0000
-0.00727485	0.016503	red	#FF0000
-0.00299878	0.0551574	red	#FF0000
0.1202	-0.0626003	red	#FF0000
0.0211394	0.0445889	red	#FF0000
-0.0821439	0.049591	red	#FF0000
-0.600807	0.343798	red	#FF0000
0.00420048	-0.0175855	red	#FF0000
-0.421252	1.37322	green	#008000
-0.0322743	-0.0981187	green	#008000
0.206638	0.189325	red	#FF0000
-0.0291793	-0.00913049	red	#FF0000
-0.323836	0.243326	green	#008000
0.265241	0.296754	red	#FF0000
0.611493	0.782053	red	#FF0000
-0.0514624	0.0383909	red	#FF0000
-0.286158	-0.0250026	red	#FF0000
-0.000145478	-0.00556698	red	#FF0000
-0.0317692	-0.0167824	red	#FF0000
-0.00522654	0.000478886	red	#FF0000
3.30037	0.886168	green	#008000
0.0301368	0.0288929	green	#008000
0.0164809	0.0712309	green	#008000
-0.00217156	-0.112951	red	#FF0000
0.0139624	-0.00420929	green	#008000
-0.289616	-0.780379	red	#FF0000
-2.88259	1.66494	green	#008000
0.461267	0.260147	blue	#3399FF
-0.162194	-0.347344	red	#FF0000
2.26687	0.650809	red	#FF0000
-2.37673	0.150368	red	#FF0000
-0.398898	0.608204	red	#FF0000
0.0636764	0.00240655	green	#008000
0.0330221	-0.0104408	red	#FF0000
0.00885505	0.0169967	red	#FF0000
0.775426	0.622833	red	#FF0000
0.366565	-0.927016	red	#FF0000
-0.0497059	0.0466852	green	#008000
-0.0316698	0.0432826	red	#FF0000
-0.0179719	-0.0671255	red	#FF0000
0.117817	0.00864553	green	#008000
0.0573893	0.0878873	green	#008000
-0.0335034	-0.0135293	green	#008000
-6.76316	1.17422	red	#FF0000
-0.0228092	-0.00806053	red	#FF0000
-0.00141454	-0.000328929	red	#FF0000
-0.00593599	0.00340732	red	#FF0000
-0.429151	-0.695172	red	#FF0000
0.236859	-1.71736	red	#FF0000
-4.16654	4.70406	red	#FF0000
-0.451889	-0.0300689	red	#FF0000
0.136335	0.058475	red	#FF0000
0.0267103	-0.00192399	red	#FF0000
0.462265	0.330106	green	#008000
0.0794659	-0.0501952	green	#008000
-0.158585	-0.725526	red	#FF0000
-0.041021	-0.0967528	green	#008000
-8.72183	12.4532	red	#FF0000
0.0459135	-0.0725718	green	#008000
-0.00748863	-0.0332802	red	#FF0000
0.239261	0.152031	red	#FF0000
0.0412343	0.127455	red	#FF0000
-0.072447	-0.077827	red	#FF0000
-0.18643	-0.144608	red	#FF0000
-0.0135579	-0.00123439	red	#FF0000
0.357551	0.0743365	green	#008000
-0.51549	-0.152338	red	#FF0000
-0.214238	0.876441	red	#FF0000
-0.305983	0.764151	green	#008000
0.175191	0.0198711	green	#008000
-0.0464419	-0.019714	red	#FF0000
0.173003	-0.0682657	green	#008000
0.00681394	-0.0825001	red	#FF0000
0.246486	0.105887	green	#008000
-0.0155048	-0.0897368	green	#008000
0.0908836	-0.0680571	red	#FF0000
0.0649314	-0.386618	green	#008000
-0.1218	0.0951516	red	#FF0000
5.27105	4.42332	green	#008000
0.119989	-0.0119344	red	#FF0000
-0.0481203	-0.138982	red	#FF0000
-0.0917178	0.00939787	green	#008000
